9, '09-001', 0, 101, 3957, 2010 
9, '09-001', 0, 102, 1714, 2010 
9, '09-001', 0, 0, 3, 2010 
9, '09-001', 0, 1, 4, 2010 
9, '09-001', 0, 2, 254, 2010 
9, '09-001', 0, 3, 4, 2010 
9, '09-001', 0, 4, 2, 2010 
9, '09-001', 0, 5, 163, 2010 
9, '09-001', 0, 6, 0, 2010 
9, '09-001', 0, 7, 2, 2010 
9, '09-001', 0, 8, 1, 2010 
9, '09-001', 0, 9, 0, 2010 
9, '09-001', 0, 10, 1, 2010 
9, '09-001', 0, 11, 30, 2010 
9, '09-001', 0, 12, 475, 2010 
9, '09-001', 0, 13, 2, 2010 
9, '09-001', 0, 14, 2, 2010 
9, '09-001', 0, 15, 0, 2010 
9, '09-001', 0, 16, 6, 2010 
9, '09-001', 0, 17, 5, 2010 
9, '09-001', 0, 18, 757, 2010 
9, '09-001', 0, 19, 3, 2010 
9, '09-002', 0, 101, 2749, 2010 
9, '09-002', 0, 102, 1036, 2010 
9, '09-002', 0, 0, 1, 2010 
9, '09-002', 0, 1, 4, 2010 
9, '09-002', 0, 2, 129, 2010 
9, '09-002', 0, 3, 2, 2010 
9, '09-002', 0, 4, 1, 2010 
9, '09-002', 0, 5, 102, 2010 
9, '09-002', 0, 6, 0, 2010 
9, '09-002', 0, 7, 0, 2010 
9, '09-002', 0, 8, 0, 2010 
9, '09-002', 0, 9, 1, 2010 
9, '09-002', 0, 10, 1, 2010 
9, '09-002', 0, 11, 27, 2010 
9, '09-002', 0, 12, 316, 2010 
9, '09-002', 0, 13, 2, 2010 
9, '09-002', 0, 14, 0, 2010 
9, '09-002', 0, 15, 0, 2010 
9, '09-002', 0, 16, 2, 2010 
9, '09-002', 0, 17, 0, 2010 
9, '09-002', 0, 18, 445, 2010 
9, '09-002', 0, 19, 3, 2010 
9, '09-003', 0, 101, 1211, 2010 
9, '09-003', 0, 102, 555, 2010 
9, '09-003', 0, 0, 0, 2010 
9, '09-003', 0, 1, 2, 2010 
9, '09-003', 0, 2, 71, 2010 
9, '09-003', 0, 3, 2, 2010 
9, '09-003', 0, 4, 0, 2010 
9, '09-003', 0, 5, 65, 2010 
9, '09-003', 0, 6, 0, 2010 
9, '09-003', 0, 7, 0, 2010 
9, '09-003', 0, 8, 0, 2010 
9, '09-003', 0, 9, 0, 2010 
9, '09-003', 0, 10, 0, 2010 
9, '09-003', 0, 11, 17, 2010 
9, '09-003', 0, 12, 161, 2010 
9, '09-003', 0, 13, 0, 2010 
9, '09-003', 0, 14, 0, 2010 
9, '09-003', 0, 15, 0, 2010 
9, '09-003', 0, 16, 0, 2010 
9, '09-003', 0, 17, 2, 2010 
9, '09-003', 0, 18, 234, 2010 
9, '09-003', 0, 19, 1, 2010 
9, '09-004', 0, 101, 2258, 2010 
9, '09-004', 0, 102, 715, 2010 
9, '09-004', 0, 0, 2, 2010 
9, '09-004', 0, 1, 2, 2010 
9, '09-004', 0, 2, 86, 2010 
9, '09-004', 0, 3, 0, 2010 
9, '09-004', 0, 4, 1, 2010 
9, '09-004', 0, 5, 93, 2010 
9, '09-004', 0, 6, 1, 2010 
9, '09-004', 0, 7, 0, 2010 
9, '09-004', 0, 8, 2, 2010 
9, '09-004', 0, 9, 0, 2010 
9, '09-004', 0, 10, 1, 2010 
9, '09-004', 0, 11, 15, 2010 
9, '09-004', 0, 12, 215, 2010 
9, '09-004', 0, 13, 1, 2010 
9, '09-004', 0, 14, 5, 2010 
9, '09-004', 0, 15, 0, 2010 
9, '09-004', 0, 16, 5, 2010 
9, '09-004', 0, 17, 3, 2010 
9, '09-004', 0, 18, 281, 2010 
9, '09-004', 0, 19, 2, 2010 
9, '09-005', 0, 101, 3392, 2010 
9, '09-005', 0, 102, 1023, 2010 
9, '09-005', 0, 0, 0, 2010 
9, '09-005', 0, 1, 4, 2010 
9, '09-005', 0, 2, 127, 2010 
9, '09-005', 0, 3, 1, 2010 
9, '09-005', 0, 4, 0, 2010 
9, '09-005', 0, 5, 105, 2010 
9, '09-005', 0, 6, 0, 2010 
9, '09-005', 0, 7, 0, 2010 
9, '09-005', 0, 8, 0, 2010 
9, '09-005', 0, 9, 0, 2010 
9, '09-005', 0, 10, 4, 2010 
9, '09-005', 0, 11, 35, 2010 
9, '09-005', 0, 12, 262, 2010 
9, '09-005', 0, 13, 1, 2010 
9, '09-005', 0, 14, 2, 2010 
9, '09-005', 0, 15, 1, 2010 
9, '09-005', 0, 16, 5, 2010 
9, '09-005', 0, 17, 6, 2010 
9, '09-005', 0, 18, 468, 2010 
9, '09-005', 0, 19, 2, 2010 
9, '09-006', 0, 101, 87, 2010 
9, '09-006', 0, 102, 15, 2010 
9, '09-006', 0, 0, 2, 2010 
9, '09-006', 0, 1, 0, 2010 
9, '09-006', 0, 2, 0, 2010 
9, '09-006', 0, 3, 0, 2010 
9, '09-006', 0, 4, 0, 2010 
9, '09-006', 0, 5, 3, 2010 
9, '09-006', 0, 6, 0, 2010 
9, '09-006', 0, 7, 1, 2010 
9, '09-006', 0, 8, 0, 2010 
9, '09-006', 0, 9, 0, 2010 
9, '09-006', 0, 10, 0, 2010 
9, '09-006', 0, 11, 0, 2010 
9, '09-006', 0, 12, 4, 2010 
9, '09-006', 0, 13, 0, 2010 
9, '09-006', 0, 14, 0, 2010 
9, '09-006', 0, 15, 0, 2010 
9, '09-006', 0, 16, 0, 2010 
9, '09-006', 0, 17, 0, 2010 
9, '09-006', 0, 18, 5, 2010 
9, '09-006', 0, 19, 0, 2010 
9, '09-007', 0, 101, 2335, 2010 
9, '09-007', 0, 102, 953, 2010 
9, '09-007', 0, 0, 5, 2010 
9, '09-007', 0, 1, 1, 2010 
9, '09-007', 0, 2, 151, 2010 
9, '09-007', 0, 3, 2, 2010 
9, '09-007', 0, 4, 1, 2010 
9, '09-007', 0, 5, 66, 2010 
9, '09-007', 0, 6, 2, 2010 
9, '09-007', 0, 7, 1, 2010 
9, '09-007', 0, 8, 0, 2010 
9, '09-007', 0, 9, 2, 2010 
9, '09-007', 0, 10, 0, 2010 
9, '09-007', 0, 11, 20, 2010 
9, '09-007', 0, 12, 234, 2010 
9, '09-007', 0, 13, 0, 2010 
9, '09-007', 0, 14, 0, 2010 
9, '09-007', 0, 15, 0, 2010 
9, '09-007', 0, 16, 4, 2010 
9, '09-007', 0, 17, 2, 2010 
9, '09-007', 0, 18, 462, 2010 
9, '09-007', 0, 19, 0, 2010 
9, '09-008', 0, 101, 2439, 2010 
9, '09-008', 0, 102, 967, 2010 
9, '09-008', 0, 0, 7, 2010 
9, '09-008', 0, 1, 6, 2010 
9, '09-008', 0, 2, 134, 2010 
9, '09-008', 0, 3, 1, 2010 
9, '09-008', 0, 4, 2, 2010 
9, '09-008', 0, 5, 78, 2010 
9, '09-008', 0, 6, 1, 2010 
9, '09-008', 0, 7, 4, 2010 
9, '09-008', 0, 8, 0, 2010 
9, '09-008', 0, 9, 0, 2010 
9, '09-008', 0, 10, 0, 2010 
9, '09-008', 0, 11, 17, 2010 
9, '09-008', 0, 12, 247, 2010 
9, '09-008', 0, 13, 3, 2010 
9, '09-008', 0, 14, 3, 2010 
9, '09-008', 0, 15, 0, 2010 
9, '09-008', 0, 16, 5, 2010 
9, '09-008', 0, 17, 8, 2010 
9, '09-008', 0, 18, 451, 2010 
9, '09-008', 0, 19, 0, 2010 
9, '09-009', 0, 101, 1765, 2010 
9, '09-009', 0, 102, 666, 2010 
9, '09-009', 0, 0, 1, 2010 
9, '09-009', 0, 1, 11, 2010 
9, '09-009', 0, 2, 100, 2010 
9, '09-009', 0, 3, 0, 2010 
9, '09-009', 0, 4, 2, 2010 
9, '09-009', 0, 5, 48, 2010 
9, '09-009', 0, 6, 2, 2010 
9, '09-009', 0, 7, 1, 2010 
9, '09-009', 0, 8, 0, 2010 
9, '09-009', 0, 9, 0, 2010 
9, '09-009', 0, 10, 0, 2010 
9, '09-009', 0, 11, 22, 2010 
9, '09-009', 0, 12, 158, 2010 
9, '09-009', 0, 13, 3, 2010 
9, '09-009', 0, 14, 3, 2010 
9, '09-009', 0, 15, 0, 2010 
9, '09-009', 0, 16, 2, 2010 
9, '09-009', 0, 17, 5, 2010 
9, '09-009', 0, 18, 308, 2010 
9, '09-009', 0, 19, 0, 2010 
9, '09-010', 0, 101, 1745, 2010 
9, '09-010', 0, 102, 768, 2010 
9, '09-010', 0, 0, 2, 2010 
9, '09-010', 0, 1, 0, 2010 
